name,source,lat,lon,address,deal,timing,image_url,image_source,local_image,website,wikidata,wikipedia,category
Jonah's goes to Japan,OSM,12.9919466,80.2166021,"Jonah's goes to Japan, Veerabandiya Kattabomman Street, CMWSSB Division 174, Ward 174, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\jonah_s_goes_to_japan_304.jpg,,,,restaurant
Omar Khayyam,OSM,13.0408892,80.2317501,"Omar Khayyam, Doraiswamy Road, CMWSSB Division 136, Ward 136, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\omar_khayyam_305.jpg,,,,restaurant
Nic Nac,OSM,13.0406949,80.2322275,"Nic Nac, Panagal Park, CMWSSB Division 136, Ward 136, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\nic_nac_306.jpg,,,,restaurant
Six 'O' One,OSM,13.0528083,80.2496472,"Six 'O' One, Doctor M.G.R. Salai, CMWSSB Division 113, Ward 113, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600034, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\six__o__one_307.jpg,,,,restaurant
Punjab Grill,OSM,12.9913342,80.2169537,"Punjab Grill, Pandian Street, CMWSSB Division 174, Ward 174, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\punjab_grill_308.jpg,,,,restaurant
Pappa Roti,OSM,12.9918725,80.2170556,"Pappa Roti, Periyar Street, CMWSSB Division 174, Ward 174, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\pappa_roti_309.jpg,,,,restaurant
Kobe Sizzlers,OSM,12.9914076,80.216939,"Kobe Sizzlers, Thiru Vi Ka Street, CMWSSB Division 177, Ward 177, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\kobe_sizzlers_310.jpg,,,,restaurant
Khandani Rajdhani,OSM,12.9911032,80.2170766,"Khandani Rajdhani, Pandian Street, CMWSSB Division 174, Ward 174, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\khandani_rajdhani_311.jpg,,,,restaurant
Vasanta Bhavan,OSM,12.9912272,80.217063,"Vasanta Bhavan, Pandian Street, CMWSSB Division 174, Ward 174, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\vasanta_bhavan_312.jpg,,,,restaurant
Arabian Hut,OSM,12.9913743,80.2170186,"Arabian Hut, Radhakrishnan Street, CMWSSB Division 174, Ward 174, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\arabian_hut_313.jpg,,,,restaurant
Al-Arsh Hotel,OSM,13.1019911,80.2926089,"Al-Arsh Hotel, Ebrahim Sahib Street, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600021, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\al_arsh_hotel_314.jpg,,,,restaurant
Thai Mess,OSM,13.0985064,80.2923742,"Thai Mess, Krishnan Koil Street, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\thai_mess_315.jpg,,,,restaurant
சங்கீதா,OSM,13.0771123,80.2613554,"சங்கீதா, Gandhi Irwin Road, CMWSSB Division 61, Ward 61, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600008, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\________316.jpg,,,,restaurant
Real Biriyani,OSM,13.0886236,80.2847721,"Real Biriyani, Umpherson Street, CMWSSB Division 59, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\real_biriyani_317.jpg,,,,restaurant
Hotel Shiva Sagar,OSM,13.0847852,80.2761096,"Hotel Shiva Sagar, Wall Tax Road, CMWSSB Division 59, Ward 59, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600001, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_shiva_sagar_318.jpg,,,,restaurant
Sri Magesh Chettinadu Restaurant,OSM,13.0849943,80.2760161,"Sri Magesh Chettinadu Restaurant, Wall Tax Road, CMWSSB Division 59, Ward 59, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600001, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sri_magesh_chettinadu_restaura_319.jpg,,,,restaurant
New Central Hotel,OSM,13.0835958,80.2762218,"New Central Hotel, Wall Tax Road, CMWSSB Division 59, Ward 59, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600001, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\new_central_hotel_320.jpg,,,,restaurant
OSCAR Restaurant,OSM,13.0835518,80.2763247,"OSCAR Restaurant, Issac Street, CMWSSB Division 59, Ward 59, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600001, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\oscar_restaurant_321.jpg,,,,restaurant
Ahmadia,OSM,13.0886025,80.2823069,"Ahmadia, Netaji Subhash Chandra Bose Road, CMWSSB Division 60, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\ahmadia_322.jpg,,,,restaurant
Plaza Biriyani,OSM,13.0886066,80.2822784,"Plaza Biriyani, Netaji Subhash Chandra Bose Road, CMWSSB Division 60, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\plaza_biriyani_323.jpg,,,,restaurant
New Annapoorani Hotel,OSM,13.0916476,80.2825231,"New Annapoorani Hotel, Godown Street, CMWSSB Division 57, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\new_annapoorani_hotel_324.jpg,,,,restaurant
Tasmac,OSM,13.0533359,80.2494399,"Tasmac, Doctor M.G.R. Salai, CMWSSB Division 113, Ward 113, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600034, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\tasmac_325.jpg,,,,restaurant
Karaikudi Chettinad Hotel,OSM,13.0886531,80.2755976,"Karaikudi Chettinad Hotel, Wall Tax Road, CMWSSB Division 59, Ward 59, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\karaikudi_chettinad_hotel_326.jpg,,,,restaurant
Seiko Grill,OSM,13.1046141,80.2859105,"Seiko Grill, Old Jail Road, CMWSSB Division 56, Ward 52, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600021, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\seiko_grill_327.jpg,,,,restaurant
Gowri Sankar Hotel,OSM,13.056285,80.2116533,"Gowri Sankar Hotel, Jawaharlal Nehru Road (100 Feet Road), CMWSSB Division 130, Ward 130, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600026, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\gowri_sankar_hotel_328.jpg,,,,restaurant
Majeeth Restaurant,OSM,13.1047537,80.2855257,"Majeeth Restaurant, Old Jail Road, CMWSSB Division 56, Ward 52, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600021, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\majeeth_restaurant_329.jpg,,,,restaurant
Hotel Sri Lakshmi,OSM,13.1043444,80.2846056,"Hotel Sri Lakshmi, Portugese Church Street 1, CMWSSB Division 56, Ward 56, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600021, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_sri_lakshmi_330.jpg,,,,restaurant
Saleem Biriyani,OSM,13.1038579,80.2736521,"Saleem Biriyani, Basin Bridge Road, CMWSSB Division 53, Ward 53, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600021, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\saleem_biriyani_331.jpg,,,,restaurant
Fathima Burma Athoo Shop,OSM,13.1038553,80.2736287,"Fathima Burma Athoo Shop, Wall Tax Road, CMWSSB Division 53, Ward 53, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\fathima_burma_athoo_shop_332.jpg,,,,restaurant
Rasoee,OSM,13.0930095,80.2795454,"Rasoee, Mint Street, CMWSSB Division 57, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\rasoee_333.jpg,,,,restaurant
Chai Waale,OSM,13.0948869,80.2861755,"Chai Waale, Broadway Road, CMWSSB Division 60, Ward 55, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\chai_waale_334.jpg,,,,restaurant
Sri Saravan Sandwich Shop,OSM,13.0936496,80.279431,"Sri Saravan Sandwich Shop, Mint Street, CMWSSB Division 57, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sri_saravan_sandwich_shop_335.jpg,,,,restaurant
Om Chat,OSM,13.0943685,80.2794732,"Om Chat, Anna Pillai Street, CMWSSB Division 57, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\om_chat_336.jpg,,,,restaurant
Sandwich Shop,OSM,13.0926879,80.2796221,"Sandwich Shop, Audiappa Naicken Street, CMWSSB Division 57, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sandwich_shop_337.jpg,,,,restaurant
Hotel Prayag,OSM,13.0908796,80.2792058,"Hotel Prayag, Mint Street, CMWSSB Division 57, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_prayag_338.jpg,,,,restaurant
Siva Prasad Pure Vegetarian,OSM,13.0945745,80.2804541,"Siva Prasad Pure Vegetarian, nattupilliar Koil street, CMWSSB Division 57, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\siva_prasad_pure_vegetarian_339.jpg,,,,restaurant
Ganga 3,OSM,13.0966877,80.2800036,"Ganga 3, Mint Street, CMWSSB Division 55, Ward 55, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\ganga_3_340.jpg,,,,restaurant
Bombay Vadapav,OSM,13.0961055,80.2799579,"Bombay Vadapav, Mint Street, CMWSSB Division 55, Ward 55, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\bombay_vadapav_341.jpg,,,,restaurant
DabeliWala,OSM,13.0959704,80.2799538,"DabeliWala, Mint Street, CMWSSB Division 55, Ward 55, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\dabeliwala_342.jpg,,,,restaurant
Raj Snacks,OSM,13.0951485,80.2802074,"Raj Snacks, Thatha Muthiappan Street, CMWSSB Division 57, Ward 55, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\raj_snacks_343.jpg,,,,restaurant
Raj Sree Chats,OSM,13.0951634,80.2800706,"Raj Sree Chats, Thatha Muthiappan Street, CMWSSB Division 57, Ward 55, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\raj_sree_chats_344.jpg,,,,restaurant
Roha Wala,OSM,13.0954499,80.2798947,"Roha Wala, Mint Street, CMWSSB Division 55, Ward 55, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\roha_wala_345.jpg,,,,restaurant
Bismillah Biriyani,OSM,13.0984553,80.2833342,"Bismillah Biriyani, Amman Koil Street, CMWSSB Division 55, Ward 55, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\bismillah_biriyani_346.jpg,,,,restaurant
"Prince Chat, Fresh Fruit & Juice",OSM,,,,Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\prince_chat__fresh_fruit___jui_347.jpg,,,,restaurant
The National Lodge Tiffin,OSM,13.090063,80.2815014,"The National Lodge Tiffin, Govindappa Naicken Street, CMWSSB Division 57, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\the_national_lodge_tiffin_348.jpg,,,,restaurant
My Grandma Foods,OSM,13.089712,80.2811153,"My Grandma Foods, Govindappa Naicken Street, CMWSSB Division 57, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\my_grandma_foods_349.jpg,,,,restaurant
Namma Veedu Vasanta Bhavan,OSM,13.0774212,80.2617168,"Namma Veedu Vasanta Bhavan, Gandhi Irwin Road, CMWSSB Division 61, Ward 61, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600008, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\namma_veedu_vasanta_bhavan_350.jpg,,,,restaurant
Native Tiffins,OSM,12.9860999,80.2619675,"Native Tiffins, 28/9, North Mada Street, CMWSSB Division 181, Ward 181, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600041, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\native_tiffins_351.jpg,,,,restaurant
Ratna cafe,OSM,12.9805893,80.2179786,"Ratna Cafe, Velachery Bypass Road, CMWSSB Division 177, Ward 177, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\ratna_cafe_352.jpg,,,,cafe
Andhra Bhavan,OSM,13.0809129,80.2698337,"Andhra Bhavan, EVR Periyar Salai, CMWSSB Division 58, Ward 58, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600001, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\andhra_bhavan_353.jpg,,,,restaurant
A1 Fast Food,OSM,13.0822821,80.278006,"A1 Fast Food, South Mint Street, CMWSSB Division 59, Ward 59, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600009, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\a1_fast_food_354.jpg,,,,restaurant
Kuberan Tiffin Center,OSM,13.0822992,80.2780088,"Kuberan Tiffin Center, South Mint Street, CMWSSB Division 59, Ward 59, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600009, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\kuberan_tiffin_center_355.jpg,,,,restaurant
Indian Railway Catering and Tourism Corporation,OSM,13.0825495,80.275948,"Indian Railway Catering and Tourism Corporation, pathway, CMWSSB Division 59, Ward 59, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600001, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\indian_railway_catering_and_to_356.jpg,,,,restaurant
Central Biriyani,OSM,13.0827709,80.2748344,"Central Biriyani, towards platform, CMWSSB Division 59, Ward 59, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600001, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\central_biriyani_357.jpg,,,,restaurant
Star Biryani,OSM,13.0824366,80.2748924,"Star Biryani, towards platform, CMWSSB Division 59, Ward 59, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600001, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\star_biryani_358.jpg,,,,restaurant
Venkateshwara restaurant,OSM,13.0517209,80.2302313,"Venkateshwara restaurant, Railway Border Road, CMWSSB Division 134, Ward 134, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600024, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\venkateshwara_restaurant_359.jpg,,,,restaurant
Hotel Sri Annapoorani Bawan,OSM,13.102361,80.2798963,"Hotel Sri Annapoorani Bawan, Mint Street, CMWSSB Division 55, Ward 54, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_sri_annapoorani_bawan_360.jpg,,,,restaurant
Star Kitchen,OSM,13.1015647,80.2825789,"Star Kitchen, Anaikara Kannan Street, CMWSSB Division 55, Ward 55, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600021, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\star_kitchen_361.jpg,,,,restaurant
New Mughal Biriyani,OSM,13.1002136,80.2845375,"New Mughal Biriyani, Xaviers Street, CMWSSB Division 56, Ward 56, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\new_mughal_biriyani_362.jpg,,,,restaurant
Tridev Hot 'N' Cool,OSM,13.1020525,80.2798533,"Tridev Hot 'N' Cool, Mint Street, CMWSSB Division 55, Ward 54, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\tridev_hot__n__cool_363.jpg,,,,restaurant
Archana Bhavan,OSM,12.886228,80.1891219,"Archana Bhavan, Ottiambakkam Road, Skylab Avenue, Sithalapakkam, Sholinganallur, Chennai, Tamil Nadu, 600126, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\archana_bhavan_364.jpg,,,,restaurant
Nirmala Tiffen Center,OSM,13.0977527,80.2842159,"Nirmala Tiffen Center, Amman Pagoda Street, CMWSSB Division 56, Ward 56, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\nirmala_tiffen_center_365.jpg,,,,restaurant
Vegetarian Family Restaurant,OSM,13.0492981,80.2076279,"Vegetarian Family Restaurant, Arcot Road, CMWSSB Division 130, Ward 130, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600026, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\vegetarian_family_restaurant_366.jpg,,,,restaurant
Vegetarian Famlily Restaurant,OSM,13.0492863,80.2076268,"Vegetarian Famlily Restaurant, Arcot Road, CMWSSB Division 130, Ward 130, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600026, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\vegetarian_famlily_restaurant_367.jpg,,,,restaurant
Bay6 Restobar,OSM,12.8831941,80.2518739,"Bay6 Restobar, 202, 6th Avenue, CMWSSB Division 198, Panaiyur, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600119, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\bay6_restobar_368.jpg,,,,bar/pub
Gossip Fusion Bristo,OSM,12.8672541,80.2433736,"Gossip Fusion Bristo, 141, East Coast Road, CMWSSB Division 199, Ward 199, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600119, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\gossip_fusion_bristo_369.jpg,,,,restaurant
Shri Ramanaas,OSM,12.9163361,80.1945842,"Shri Ramanaas, Semmozhi Salai, Jayachandran Nagar, Medavakkam, Sholinganallur, Chennai, Tamil Nadu, 600100, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\shri_ramanaas_370.jpg,,,,restaurant
Rainbow Ice Cream,OSM,13.0947269,80.2797805,"Rainbow Ice Cream, Mint Street, CMWSSB Division 57, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\rainbow_ice_cream_371.jpg,,,,restaurant
Boys Non-veg Mess,OSM,12.8724671,80.2186682,"Boys Non-veg mess, right of admission block, CMWSSB Division 200, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600119, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\boys_non_veg_mess_372.jpg,,,,restaurant
Canteen,OSM,13.047159,80.2529045,"Stella Maris College, Ellaiamman Colony Main Road, CMWSSB Division 118, Ward 118, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600086, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\canteen_373.jpg,,,,restaurant
Boys Non-veg mess,OSM,12.8724671,80.2186682,"Boys Non-veg mess, right of admission block, CMWSSB Division 200, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600119, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\boys_non_veg_mess_374.jpg,,,,restaurant
Basil with a twist,OSM,13.0496674,80.24228,"Basil with a twist, Habibullah Road, CMWSSB Division 113, Ward 113, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600034, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\basil_with_a_twist_375.jpg,,,,restaurant
Bombaysthan,OSM,13.0376928,80.2642431,"Bombaysthan, Luz Church Road, CMWSSB Division 123, Ward 123, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600004, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\bombaysthan_376.jpg,,,,restaurant
Chicking,OSM,13.0631465,80.2440699,"Chicking, Uttamar Gandhi Salai, CMWSSB Division 110, Ward 111, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600006, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\chicking_377.jpg,,,,restaurant
Girls mess,OSM,12.8751022,80.2217535,"Girls mess, GeoFiny Technologies Pvt ltd, CMWSSB Division 200, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600119, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\girls_mess_378.jpg,,,,restaurant
Santrupti Fine Dine,OSM,13.0203079,80.1845758,"Santrupti Fine Dine, Mount - Poonamallee - Avadi Road, CMWSSB Division 157, Manapakkam, Ward 157, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600116, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\santrupti_fine_dine_379.jpg,,,,restaurant
Sree balajee bhavan,OSM,13.1240104,80.2014829,"Sree balajee bhavan, Vivekananda Nagar Main Road, CMWSSB Division 83, Ward 83, Zone 7 Ambattur, Zone 6 Thiru. Vi. Ka. Nagar, Chennai Corporation, Mathavaram, Chennai, Tamil Nadu, 600099, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sree_balajee_bhavan_380.jpg,,,,restaurant
