"name	category	area	address	lat	lon	phone	email	website	facebook	instagram	tiktok	twitter	opening_hours	happy_hour_status	happy_hour_details	happy_hour_timings	confidence	sources	source_urls	evidence_text"
"Love And Latte	cafe	Juhu		19.1330191	72.8122035									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11426725354 | https://www.openstreetmap.org/node/5126350906 | https://www.openstreetmap.org/node/6477903843	Love And Latte cafe || Love and Latte cafe",,,,,,,,,,,,,,,,,,,,
"My Little Tea Pot	cafe	Mumbai	""123", Shivaji Nagar, Mumbai," 400055""	19.0825059	72.8574319								Mo-Su 09:00-21:00	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11277065879 | https://www.openstreetmap.org/node/11432696946 | https://www.openstreetmap.org/node/11587668954	""My Little Tea Pot cafe || My Little Tea Pot cafe 123", Shivaji Nagar, Mumbai," 400055""",,,,,,,,,,,,,,
"Poetry - By Love and Cheescake	cafe	Bandra West		19.0627784	72.8328315	9819935135		https://loveandcheesecake.com/	https://www.facebook.com/loveandcheesecake	https://www.instagram.com/loveandcheesecake/				candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/12337394175 | https://www.openstreetmap.org/node/6810831551	Poetry - By Love and Cheescake cafe || Poetry by Love and Cheesecake cafe",,,,,,,,,,,,,,,,,,,,
"Silver Beach Cafe	cafe	Juhu	""123", Road Number 7, Mumbai," 400077""	19.1365431	72.8288816								24-Jul	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11430506423 | https://www.openstreetmap.org/node/7162138709	""Silver Beach Cafe cafe || silverbeach cafe 123", Road Number 7, Mumbai," 400077""",,,,,,,,,,,,,,
"Starbucks	cafe	Juhu	""Juhu Tara road"," Mumbai""	19.1006024	72.8275259	1860 266 0010		https://www.starbucks.in/		https://starbucksindia			Mo-Su 07:00-01:00	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/10567965615 | https://www.openstreetmap.org/node/10779234898 | https://www.openstreetmap.org/node/11142981415 | https://www.openstreetmap.org/node/11375956207 | https://www.openstreetmap.org/node/11400932418 | https://www.openstreetmap.org/node/11451942459 | https://www.openstreetmap.org/node/11617857998 | https://www.openstreetmap.org/node/11691741789 | https://www.openstreetmap.org/node/11901183801 | https://www.openstreetmap.org/node/12075203455 | https://www.openstreetmap.org/node/12395684160 | https://www.openstreetmap.org/node/12529723939 | https://www.openstreetmap.org/node/12843057594 | https://www.openstreetmap.org/node/12848913116 | https://www.openstreetmap.org/node/13096583490 | https://www.openstreetmap.org/node/13236713057 | https://www.openstreetmap.org/node/13240712182 | https://www.openstreetmap.org/node/13381207144 | https://www.openstreetmap.org/node/2125165395 | https://www.openstreetmap.org/node/2601474357 | https://www.openstreetmap.org/node/2718678717 | https://www.openstreetmap.org/node/3293516347 | https://www.openstreetmap.org/node/3645808418 | https://www.openstreetmap.org/node/4342167989 | https://www.openstreetmap.org/node/4538287491 | https://www.openstreetmap.org/node/4871110562 | https://www.openstreetmap.org/node/6233043687 | https://www.openstreetmap.org/node/6507896887 | https://www.openstreetmap.org/node/7320270187 | https://www.openstreetmap.org/node/7320270199 | https://www.openstreetmap.org/node/7439524969 | https://www.openstreetmap.org/node/7856367916 | https://www.openstreetmap.org/node/9333655068 | https://www.openstreetmap.org/node/9847434086	""Starbucks cafe || Starbucks cafe Boraspada Road", 400067 || Starbucks cafe Chapel Road, Mumbai, 400050 || Starbucks cafe High Street, Mumbai, 400076 || Starbucks cafe Juhu Tara road, Mumbai || Starbucks cafe Mumbai, 400053 || Starbucks cafe Ram mahal,Dinshaw Vacha Road, Mumbai, 400001 || starbucks cafe 123, rasilal mehta marg, Mumbai," 400077""",,,,,,
"Tea Villa	cafe	Juhu		19.1032614	72.8467331									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/4208309895 | https://www.openstreetmap.org/node/5776168799	Tea Villa cafe",,,,,,,,,,,,,,,,,,,,
"The Beer Cafe	cafe	Colaba		18.9321506	72.8280275									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11456248703 | https://www.openstreetmap.org/node/6810831560	The Beer Cafe bar || The Beer Cafe cafe",,,,,,,,,,,,,,,,,,,,
"The Belgian Waffle Co.	cafe	Bandra West		19.0991938	72.8277678									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11372185930 | https://www.openstreetmap.org/node/12770270267	The Belgian Waffle Co. cafe || The Belgian Waffle co fast_food",,,,,,,,,,,,,,,,,,,,
"The Dream Cafe	cafe	Mumbai	""Hanuman Cross Road 2", mumbai," 400057""	19.1031255	72.8495896			https://the dream cafe.com					Mo-Sa 09:00-20:00	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/9509595437 | https://www.openstreetmap.org/way/354016110	""The Dream Cafe cafe Hanuman Cross Road 2", mumbai, 400057 || dream cafe cafe Hanuman Cross Road 2, mumbai," 400057""",,,,,,,,,,,,,,
"The Nutcracker	cafe	Bandra West		19.05012	72.8264557									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/12307927830 | https://www.openstreetmap.org/node/3366427603	Nutcracker restaurant || The Nutcracker cafe",,,,,,,,,,,,,,,,,,,,
"Third Wave Coffee	cafe	Juhu	""27"," Juhu Church Rd""	19.1059439	72.8260163	-9620951431		https://www.thirdwavecoffeeroasters.com/		https://www.instagram.com/thirdwavecoffeeindia/				candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11609368066 | https://www.openstreetmap.org/node/5283982922	""Third Wave Coffee cafe || Third Wave Coffee cafe 27"," Juhu Church Rd""",,,,,,,,,,,,,,,,,,
"Third Wave Coffee Roasters	cafe	Bandra West		19.0408811	72.8461003									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/13231494994 | https://www.openstreetmap.org/node/13516940282 | https://www.openstreetmap.org/node/2125165377 | https://www.openstreetmap.org/node/2130342936 | https://www.openstreetmap.org/node/4848782875	Third Wave Coffee Roasters cafe",,,,,,,,,,,,,,,,,,,,
"Tim Hortons	cafe	Bandra West	""Swami Vivekanand Road", Mumbai," 400056""	19.0653558	72.832398								Mo-Su 10:00-22:00	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11298645329 | https://www.openstreetmap.org/node/7425718027 | https://www.openstreetmap.org/way/1349154984	""Tim Hortons cafe || Tim Hortons cafe Swami Vivekanand Road", Mumbai," 400056""",,,,,,,,,,,,,,,,
"barista cafe	cafe	Bandra West	""Byramji Jeejeebhoy Road", Mumbai," 400050""	19.0293039	72.8379984			https://www.barista.co.in/		https://www.instagram.com/baristacoffeecompany/			Mo-Su 09:00-21:00	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/13041479722 | https://www.openstreetmap.org/node/13041479723 | https://www.openstreetmap.org/node/3214503592 | https://www.openstreetmap.org/node/3921992916 | https://www.openstreetmap.org/node/3979081602 | https://www.openstreetmap.org/node/4573028754 | https://www.openstreetmap.org/node/4753990521 | https://www.openstreetmap.org/node/5257269351	""Barista cafe || Barista cafe Byramji Jeejeebhoy Road", Mumbai, 400050 || Barista cafe V N Purav Marg, Chembur, Mumbai, 400071 || barista cafe cafe || barista cafe shop 1, tilak road, ghatkopar," 400077""",,,,,,,,,,
"cafe ameyzing	cafe	Goregaon		19.198779	72.856936									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/7944486471 | https://www.openstreetmap.org/node/7944486472	cafe ameyzing cafe",,,,,,,,,,,,,,,,,,,,
"ccd	cafe	Mumbai	""navghar road",beside campus hotel, Navghar Marg, mumbai," 400081""	19.1688674	72.9600621								5 mintues from mulund east	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/3204250715 | https://www.openstreetmap.org/node/3205968767 | https://www.openstreetmap.org/node/3213766641	""CCD bar 16/9", P.L. Lokhande Marg, MUMBAI, 400089 || ccd cafe || ccd cafe navghar road,beside campus hotel, Navghar Marg, mumbai," 400081""",,,,,,,,,
"manis cafe	cafe	Mumbai	""Ranade Road", mumbai," 400028""	19.0257013	72.8393226								Mo-Su 10:00-20:00	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/12357454418 | https://www.openstreetmap.org/node/12538079008	""Manis restaurant || manis cafe cafe Ranade Road", mumbai," 400028""",,,,,,,,,,,,,,,,
"the belgian waffle	cafe	Churchgate	""123", Vallabh Baug Lane, ghatkopar east," 400075""	18.9561284	72.8131928								Mo-Su 09:00-21:00	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11159452449 | https://www.openstreetmap.org/node/13041521228	""Belgian Waffle cafe || the belgian waffle cafe 123", Vallabh Baug Lane, ghatkopar east," 400075""",,,,,,,,,,,,,,
"Bhau Vada Pav	fast_food	Mumbai	""Shop no. 4", Mina Niwas.," J. P. Road""	19.0863549	72.908522								Mo-Su 09:00-21:30	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/5609869298 | https://www.openstreetmap.org/node/9738825918	""Bhau Vada Pav fast_food Shop no. 4", Mina Niwas.," J. P. Road || Bhau vadapav fast_food""",,,,,,,,,,,,,,,,
"Burger King	fast_food	Bandra	""Bandra"," Mumbai""	19.0635353	72.8350079			https://www.burgerking.in/					Mo-Su 07:00-04:00	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11483837670 | https://www.openstreetmap.org/node/11698377534 | https://www.openstreetmap.org/node/12337394181 | https://www.openstreetmap.org/node/12551327203 | https://www.openstreetmap.org/node/12821436601 | https://www.openstreetmap.org/node/13388927784 | https://www.openstreetmap.org/node/13436399101 | https://www.openstreetmap.org/node/13582456927 | https://www.openstreetmap.org/node/13594629153 | https://www.openstreetmap.org/node/3293516346 | https://www.openstreetmap.org/node/4055811989 | https://www.openstreetmap.org/node/4538247792 | https://www.openstreetmap.org/node/4695132801 | https://www.openstreetmap.org/node/4713460904 | https://www.openstreetmap.org/way/1122108958 | https://www.openstreetmap.org/way/352965299 | https://www.openstreetmap.org/way/457728703	""Burger King fast_food || Burger King fast_food Bandra", Mumbai || Burger King fast_food Scarsdale Street, 400020 || Burger King fast_food near don bosco school, beside mcdonals, New MHB Colony, Mumbai," 400092""",,,,,,,,,,,,,
"Carter's Blue	fast_food	Bandra West	""New Link Road", Andheri West, Mumbai," 400053""	19.0707235	72.8229574									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11482202278 | https://www.openstreetmap.org/node/2365365573 | https://www.openstreetmap.org/node/3366422125	""Carter's Blue fast_food || Carter's Blue fast_food New Link Road", Andheri West, Mumbai," 400053 || Carter's Blue restaurant""",,,,,,,,,,,,,,
"Domino's	fast_food	Mumbai	""St John Baptist Road", Mumbai," 400050""	19.0482458	72.8258712	022 6888 6888		https://www.dominos.com/					Mo-Su 10:00-01:00	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/10936690032 | https://www.openstreetmap.org/node/11298645389 | https://www.openstreetmap.org/node/11372185922 | https://www.openstreetmap.org/node/11384605352 | https://www.openstreetmap.org/node/11449378649 | https://www.openstreetmap.org/node/1184178688 | https://www.openstreetmap.org/node/11951764647 | https://www.openstreetmap.org/node/12308967218 | https://www.openstreetmap.org/node/1235863192 | https://www.openstreetmap.org/node/12788008143 | https://www.openstreetmap.org/node/13152642326 | https://www.openstreetmap.org/node/13504116732 | https://www.openstreetmap.org/node/13516940276 | https://www.openstreetmap.org/node/13518571468 | https://www.openstreetmap.org/node/1416522914 | https://www.openstreetmap.org/node/2130260963 | https://www.openstreetmap.org/node/3204476109 | https://www.openstreetmap.org/node/3386194929 | https://www.openstreetmap.org/node/3451890495 | https://www.openstreetmap.org/node/4303136094 | https://www.openstreetmap.org/node/4323083149 | https://www.openstreetmap.org/node/4326830691 | https://www.openstreetmap.org/node/4844675326 | https://www.openstreetmap.org/node/5256641022 | https://www.openstreetmap.org/node/5268302353 | https://www.openstreetmap.org/node/5506320957 | https://www.openstreetmap.org/node/5506320961 | https://www.openstreetmap.org/node/6428468685 | https://www.openstreetmap.org/node/7553183709 | https://www.openstreetmap.org/node/9007841197 | https://www.openstreetmap.org/node/9036896644 | https://www.openstreetmap.org/node/904127937 | https://www.openstreetmap.org/node/9350865475 | https://www.openstreetmap.org/node/9828650188 | https://www.openstreetmap.org/way/1482765588 | https://www.openstreetmap.org/way/357148399	""Domino's fast_food || Domino's fast_food Ground Floor", Sumer Nagar, Sumer Nagar Road, Mumbai, 400092 || Domino's fast_food Old Mumbai - Pune Road || Domino's fast_food Pandurang Budhkar Marg || Domino's fast_food St John Baptist Road, Mumbai, 400050 || Domino's restaurant || Domino's restaurant V N Purav Marg, mumbai, 400071 || Dominos fast_food Krishna Vatika Marg, Mumbai," 400063""",,,,,,,,
"Domino's Pizza	fast_food	Andheri West		19.103578	72.88747									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11698434177 | https://www.openstreetmap.org/node/9887678018	Domino's Pizza fast_food || Dominos pizza fast_food",,,,,,,,,,,,,,,,,,,,
"Good Flippin' Burgers	fast_food	Bandra West		19.0618926	72.8294347									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11296371111 | https://www.openstreetmap.org/node/12959313156	Good Flippin' Burgers fast_food || Good flippin' burgers fast_food",,,,,,,,,,,,,,,,,,,,
"Guru Kripa Pani Puri	fast_food	Mumbai	""Shop 5", Silvercroft, 33rd Road, Mumbai," 400050""	19.0656056	72.830835									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/12926036242 | https://www.openstreetmap.org/node/8329715112	""Guru Kripa Pani Puri fast_food || Gurukripa Pani Puri fast_food Shop 5", Silvercroft, 33rd Road, Mumbai," 400050""",,,,,,,,,,,,
"High Point	fast_food	Juhu		19.1442361	72.82413								Mo-Su 09:00-23:30	candidate			0.35	overpass_osm	https://www.openstreetmap.org/way/1342736882 | https://www.openstreetmap.org/way/1479855071	High Point fast_food",,,,,,,,,,,,,,,,,,,,
"Jumbo King	fast_food	Bandra West	""Station Road", Mumbai," 400060""	19.1002495	72.8435773								Mo-Su 10:00-22:00	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11443123555 | https://www.openstreetmap.org/node/12290837434 | https://www.openstreetmap.org/node/12307927831 | https://www.openstreetmap.org/node/12770205060 | https://www.openstreetmap.org/node/13152632182 | https://www.openstreetmap.org/node/13240721808 | https://www.openstreetmap.org/node/13388927767 | https://www.openstreetmap.org/node/6795453900 | https://www.openstreetmap.org/node/7159653244 | https://www.openstreetmap.org/node/9215039090	""Jumbo King fast_food || Jumbo King fast_food Central Avenue", 400076 || Jumbo King fast_food Station Road, Mumbai," 400060""",,,,,,,,,,,,,,,
"KFC	fast_food	Mumbai	""Linking Road", Mumbai," 400050""	19.0655212	72.8341507	022 3399 4444		http://kfc.co.in/store-locator.php					Mo-Su 11:00-22:45	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11364283728 | https://www.openstreetmap.org/node/11375956206 | https://www.openstreetmap.org/node/11407167469 | https://www.openstreetmap.org/node/11445670131 | https://www.openstreetmap.org/node/11451989742 | https://www.openstreetmap.org/node/11551636351 | https://www.openstreetmap.org/node/11691718099 | https://www.openstreetmap.org/node/11691760045 | https://www.openstreetmap.org/node/12325441661 | https://www.openstreetmap.org/node/4209578684 | https://www.openstreetmap.org/node/4538286593 | https://www.openstreetmap.org/node/4577112789 | https://www.openstreetmap.org/node/7856367918	""KFC fast_food || KFC fast_food Central Avenue", 400076 || KFC fast_food J Boman Behram Marg (Bellasis Road), mumbai, 400008 || KFC fast_food Linking Road, Mumbai," 400050 || KFC restaurant""",,,,,,,,,,,,,
"Kha	fast_food	Bandra West		19.0573696	72.8288114									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/12715439174 | https://www.openstreetmap.org/node/12944621778	Kha fast_food",,,,,,,,,,,,,,,,,,,,
"McDonald's	fast_food	Mumbai	D Joshi Marg	19.1003169	72.8407161	+91 22 49134705		https://mcdelivery.co.in/	https://www.facebook.com/McDonaldsIndia/?fref=ts	https://www.instagram.com/mcdonalds_india/		https://twitter.com/mcdonaldsindia	Mo-Su 09:00-21:00	candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/1123566114 | https://www.openstreetmap.org/node/11409102369 | https://www.openstreetmap.org/node/12114223501 | https://www.openstreetmap.org/node/12293207122 | https://www.openstreetmap.org/node/12337394180 | https://www.openstreetmap.org/node/1234802651 | https://www.openstreetmap.org/node/1235863208 | https://www.openstreetmap.org/node/12387808601 | https://www.openstreetmap.org/node/12395684148 | https://www.openstreetmap.org/node/12595233301 | https://www.openstreetmap.org/node/13582456912 | https://www.openstreetmap.org/node/1416523402 | https://www.openstreetmap.org/node/1855392610 | https://www.openstreetmap.org/node/2430893870 | https://www.openstreetmap.org/node/2637278019 | https://www.openstreetmap.org/node/2805238708 | https://www.openstreetmap.org/node/3386194930 | https://www.openstreetmap.org/node/3484958986 | https://www.openstreetmap.org/node/4310383168 | https://www.openstreetmap.org/node/4310478240 | https://www.openstreetmap.org/node/5506320963 | https://www.openstreetmap.org/node/5705003122 | https://www.openstreetmap.org/node/621556463 | https://www.openstreetmap.org/node/7425718016 | https://www.openstreetmap.org/node/7856300542 | https://www.openstreetmap.org/node/9035450017 | https://www.openstreetmap.org/node/9036896643 | https://www.openstreetmap.org/node/904128846 | https://www.openstreetmap.org/node/984287770 | https://www.openstreetmap.org/node/9887664317 | https://www.openstreetmap.org/way/352965271 | https://www.openstreetmap.org/way/53579530	""McDonald's fast_food || McDonald's fast_food 28", SoBo Central Mall, Pandit Madan Mohan Malviya Marg, Mumbai, 400034 || McDonald's fast_food 462, Senapati Bapat Marg, Mumbai, 400013 || McDonald's fast_food D Joshi Marg || McDonald's fast_food Eastern Express Highway, Thane || McDonald's fast_food Ground Floor, Agora Plaza, Ramchandra M. Bhattad Road, Mumbai, 400092 || McDonald's fast_food J Boman Behram Marg, mumbai, 400008 || McDonald's fast_food Krishna Chandra Road (Hill Road), Bandra, Mumbai," 400050""",,,
"New York Burrito Company	fast_food	Bandra West		19.0990705	72.8274501									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11372185921 | https://www.openstreetmap.org/node/12760272253	New York Burrito Company fast_food",,,,,,,,,,,,,,,,,,,,
"Nom Nom Express	fast_food	Juhu		19.1346027	72.810791									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/11919699010 | https://www.openstreetmap.org/node/12944665665	Nom Nom Express fast_food || Nom Nom express restaurant",,,,,,,,,,,,,,,,,,,,
"Pishu's	fast_food	Juhu		19.136433	72.8288475									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/3226547544 | https://www.openstreetmap.org/node/9120887949	Pishu's fast_food",,,,,,,,,,,,,,,,,,,,
"Punjab Sweet House	fast_food	Bandra West	""Dr B.R Ambedkar Road", Bandra West," 400050""	19.0625744	72.8293785									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/12651939165 | https://www.openstreetmap.org/node/12946834538 | https://www.openstreetmap.org/node/2171447221	""Punjab Sweet House fast_food || Punjab Sweet House fast_food Dr B.R Ambedkar Road", Bandra West," 400050""",,,,,,,,,,,,,,,,
"Sadakchaap	fast_food	Juhu		19.1278979	72.8291702									candidate			0.35	overpass_osm	https://www.openstreetmap.org/node/12944966334 | https://www.openstreetmap.org/node/13383588853	Sadakchaap fast_food",,,,,,,,,,,,,,,,,,,,
